api,fetch_time,station,head_sign,projected_arrival,last_updated,door_open,door_close,scheduled_departure
MRAZZA,2022-11-20T10:57:41.100960-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:57:40-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:57:41.200951-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:03:51.373910-05:00,2022-11-20T10:55:56.373910-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:57:47.377089-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:57:45-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:57:47.522443-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:03:50.495095-05:00,2022-11-20T10:55:51.495095-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:57:54.714044-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:57:50-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:57:54.881574-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:03:50.495095-05:00,2022-11-20T10:55:51.495095-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:58:01.089444-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:58:00-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:58:03.602116-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:03:50.495095-05:00,2022-11-20T10:55:51.495095-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:58:08.748113-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:58:05-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:58:08.852790-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:03:50.495095-05:00,2022-11-20T10:55:51.495095-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:58:18.039221-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:58:15-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:58:18.162576-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:03:50.495095-05:00,2022-11-20T10:55:51.495095-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:58:23.350781-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:58:20-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:58:23.635768-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:06.414063-05:00,2022-11-20T10:56:47.414063-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:58:30.856092-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:58:30-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:58:31.003404-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:06.414063-05:00,2022-11-20T10:56:47.414063-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:58:38.680490-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:58:35-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:58:38.849612-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.450043-05:00,2022-11-20T10:57:56.450043-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:58:47.518700-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:58:45-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:58:47.710748-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.450043-05:00,2022-11-20T10:57:56.450043-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:58:52.869076-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:58:50-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:58:52.977647-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.450043-05:00,2022-11-20T10:57:56.450043-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:58:58.639453-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:58:55-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:58:58.783552-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.447747-05:00,2022-11-20T10:57:11.447747-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:59:06.963329-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03-05:00,2022-11-20T10:59:05-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:59:07.118096-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.447747-05:00,2022-11-20T10:57:11.447747-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:59:12.291621-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:13-05:00,2022-11-20T10:59:10-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:59:12.416579-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.606753-05:00,2022-11-20T10:58:06.606753-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:59:17.571248-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:13-05:00,2022-11-20T10:59:15-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:59:17.772478-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.606753-05:00,2022-11-20T10:58:06.606753-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:59:24.485758-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:24-05:00,2022-11-20T10:59:20-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:59:24.643309-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.606753-05:00,2022-11-20T10:58:06.606753-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:59:30.823919-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T10:59:30-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:59:30.933994-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:01.824822-05:00,2022-11-20T10:56:40.824822-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:59:36.622602-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T10:59:35-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:59:36.766604-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:01.824822-05:00,2022-11-20T10:56:40.824822-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:59:41.959304-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T10:59:40-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:59:42.065789-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:01.824822-05:00,2022-11-20T10:56:40.824822-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:59:48.727192-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T10:59:45-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:59:48.858942-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.528203-05:00,2022-11-20T10:59:01.528203-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T10:59:55.110866-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T10:59:50-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T10:59:55.200398-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.528203-05:00,2022-11-20T10:59:01.528203-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:00.848054-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:00-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:01.016162-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.528203-05:00,2022-11-20T10:59:01.528203-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:06.165953-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:05-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:06.272846-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.470865-05:00,2022-11-20T10:58:11.470865-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:12.971535-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:10-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:13.153722-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.470865-05:00,2022-11-20T10:58:11.470865-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:19.369468-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:15-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:21.296120-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.603872-05:00,2022-11-20T10:58:21.603872-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:26.456352-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:25-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:26.594569-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.603872-05:00,2022-11-20T10:58:21.603872-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:31.754754-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:30-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:32.089481-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.603872-05:00,2022-11-20T10:58:21.603872-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:39.309555-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:35-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:39.468870-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.603872-05:00,2022-11-20T10:58:21.603872-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:46.141696-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:45-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:46.365045-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.447925-05:00,2022-11-20T10:58:26.447925-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:52.534596-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:50-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:52.700410-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:03.447925-05:00,2022-11-20T10:58:26.447925-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:00:58.378561-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29-05:00,2022-11-20T11:00:55-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:00:58.524088-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.654003-05:00,2022-11-20T11:00:06.654003-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:01:04.668477-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:39-05:00,2022-11-20T11:01:00-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:01:04.788757-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.654003-05:00,2022-11-20T11:00:06.654003-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:01:09.933170-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:39-05:00,2022-11-20T11:01:05-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:01:10.118154-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.654003-05:00,2022-11-20T11:00:06.654003-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:01:15.435135-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:01:10-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:01:15.604819-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.690754-05:00,2022-11-20T11:00:36.690754-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:01:23.780254-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:01:20-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:01:23.928821-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.690754-05:00,2022-11-20T11:00:36.690754-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:01:29.070665-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:01:25-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:01:29.174260-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.690754-05:00,2022-11-20T11:00:36.690754-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:01:35.405572-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:01:30-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:01:35.622177-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.558637-05:00,2022-11-20T11:00:11.558637-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:01:40.771502-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:01:40-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:01:40.942290-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.558637-05:00,2022-11-20T11:00:11.558637-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:01:47.646466-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:01:45-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:01:47.850866-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.558637-05:00,2022-11-20T11:00:11.558637-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:01:53.496098-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:01:50-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:01:53.627604-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.558637-05:00,2022-11-20T11:00:11.558637-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:00.448927-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:01:55-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:00.596477-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.558637-05:00,2022-11-20T11:00:11.558637-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:05.774179-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:00-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:05.923222-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:29.558637-05:00,2022-11-20T11:00:11.558637-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:11.070112-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:10-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:11.183577-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.596737-05:00,2022-11-20T11:01:11.596737-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:16.846561-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:15-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:16.979941-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.596737-05:00,2022-11-20T11:01:11.596737-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:25.347966-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:20-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:25.450490-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.581923-05:00,2022-11-20T11:01:16.581923-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:30.604270-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:25-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:30.715575-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.581923-05:00,2022-11-20T11:01:16.581923-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:35.868553-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:35-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:35.986386-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.581923-05:00,2022-11-20T11:01:16.581923-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:42.176844-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:40-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:42.331833-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.581923-05:00,2022-11-20T11:01:16.581923-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:47.527413-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:45-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:47.638467-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.572806-05:00,2022-11-20T11:01:31.572806-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:02:54.805365-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:50-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:02:54.927609-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.572806-05:00,2022-11-20T11:01:31.572806-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:00.094163-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:02:55-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:00.260993-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.572806-05:00,2022-11-20T11:01:31.572806-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:05.904548-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:05-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:06.004587-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.572806-05:00,2022-11-20T11:01:31.572806-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:13.202090-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:10-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:13.480198-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.572806-05:00,2022-11-20T11:01:31.572806-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
