api,fetch_time,station,head_sign,projected_arrival,last_updated,door_close,scheduled_departure
OFFICIAL,2023-04-02T14:19:28.100538-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:20.191880-04:00,2023-04-02T14:18:38.191880-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:19:48.002932-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:19:45-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
OFFICIAL,2023-04-02T14:19:48.012332-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:20.191880-04:00,2023-04-02T14:18:38.191880-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:20:08.013210-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:20:05-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
OFFICIAL,2023-04-02T14:20:08.022527-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:20.174996-04:00,2023-04-02T14:19:23.174996-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:20:28.032452-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:20:25-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
OFFICIAL,2023-04-02T14:20:28.042167-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:20.215617-04:00,2023-04-02T14:19:13.215617-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:20:48.053264-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:20:45-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
OFFICIAL,2023-04-02T14:20:48.062603-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:20.215617-04:00,2023-04-02T14:19:13.215617-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:21:08.058775-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:21:05-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
OFFICIAL,2023-04-02T14:21:08.068067-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19.999582-04:00,2023-04-02T14:19:47.999582-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:21:28.080362-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:21:25-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
OFFICIAL,2023-04-02T14:21:28.090676-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:20.259125-04:00,2023-04-02T14:20:13.259125-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:21:48.144813-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:21:45-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
OFFICIAL,2023-04-02T14:21:48.154146-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:20.291908-04:00,2023-04-02T14:21:13.291908-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:22:08.094615-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:22:05-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
OFFICIAL,2023-04-02T14:22:08.103966-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:20.287463-04:00,2023-04-02T14:20:53.287463-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:22:28.116404-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:22:25-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
OFFICIAL,2023-04-02T14:22:28.125504-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:20.287463-04:00,2023-04-02T14:20:53.287463-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
MRAZZA,2023-04-02T14:22:48.151968-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-02T14:38:19-04:00,2023-04-02T14:22:45-04:00,2023-04-02T14:44:06-04:00,2023-04-02T14:37:00-04:00
