api,fetch_time,station,head_sign,projected_arrival,last_updated,door_close,scheduled_departure
MRAZZA,2023-04-30T18:21:16.717672-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59-04:00,2023-04-30T18:21:12-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:21:16.969464-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.591192-04:00,2023-04-30T18:19:38.591192-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:21:36.690769-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59-04:00,2023-04-30T18:21:32-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:21:36.996554-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:00.425180-04:00,2023-04-30T18:20:08.425180-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:21:56.696275-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59-04:00,2023-04-30T18:21:52-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:21:56.939069-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:00.343104-04:00,2023-04-30T18:20:13.343104-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:22:16.717688-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:00-04:00,2023-04-30T18:22:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:22:16.972880-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.547193-04:00,2023-04-30T18:21:48.547193-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:22:36.739954-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59-04:00,2023-04-30T18:22:32-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:22:36.968721-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.615308-04:00,2023-04-30T18:21:23.615308-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:22:56.775691-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59-04:00,2023-04-30T18:22:52-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:22:56.968049-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.582344-04:00,2023-04-30T18:22:23.582344-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:23:16.782029-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:00-04:00,2023-04-30T18:23:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:23:16.970355-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.463833-04:00,2023-04-30T18:21:58.463833-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:23:36.796805-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59-04:00,2023-04-30T18:23:32-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:23:37.049462-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.463833-04:00,2023-04-30T18:21:58.463833-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:23:56.812395-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59-04:00,2023-04-30T18:23:52-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:23:57.008983-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.485455-04:00,2023-04-30T18:23:13.485455-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:24:16.831784-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:08-04:00,2023-04-30T18:24:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:24:17.024862-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.708970-04:00,2023-04-30T18:23:33.708970-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:24:36.851867-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:27-04:00,2023-04-30T18:24:32-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:24:37.100200-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.708970-04:00,2023-04-30T18:23:33.708970-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:24:56.920029-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38-04:00,2023-04-30T18:24:52-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:24:57.173018-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.542701-04:00,2023-04-30T18:23:48.542701-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:25:16.874878-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:39-04:00,2023-04-30T18:25:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:25:17.132119-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:59.485254-04:00,2023-04-30T18:23:58.485254-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:25:36.875527-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38-04:00,2023-04-30T18:25:32-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:25:37.067760-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.663449-04:00,2023-04-30T18:25:08.663449-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:25:56.878752-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38-04:00,2023-04-30T18:25:52-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:25:57.072486-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:17.529201-04:00,2023-04-30T18:24:28.529201-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:26:16.868934-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:39-04:00,2023-04-30T18:26:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:26:17.064249-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:17.529201-04:00,2023-04-30T18:24:28.529201-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:26:36.897128-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38-04:00,2023-04-30T18:26:32-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:26:37.121938-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.547692-04:00,2023-04-30T18:25:18.547692-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:26:56.908908-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38-04:00,2023-04-30T18:26:52-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:26:57.112815-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.525603-04:00,2023-04-30T18:25:28.525603-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:27:16.977729-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:39-04:00,2023-04-30T18:27:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:27:17.231924-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.525603-04:00,2023-04-30T18:25:28.525603-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:27:36.947941-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38-04:00,2023-04-30T18:27:32-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:27:38.750404-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.598211-04:00,2023-04-30T18:26:43.598211-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:27:56.964408-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38-04:00,2023-04-30T18:27:52-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:27:57.153014-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.611532-04:00,2023-04-30T18:27:48.611532-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:28:16.991166-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:39-04:00,2023-04-30T18:28:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:28:17.189324-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.600006-04:00,2023-04-30T18:27:13.600006-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:28:36.983814-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:39-04:00,2023-04-30T18:28:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:28:37.214767-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.600006-04:00,2023-04-30T18:27:13.600006-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:28:56.990810-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:39-04:00,2023-04-30T18:28:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:28:57.178816-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.600006-04:00,2023-04-30T18:27:13.600006-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:29:17.000390-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:39-04:00,2023-04-30T18:29:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:29:17.251967-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.606282-04:00,2023-04-30T18:28:13.606282-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:29:37.001559-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:48-04:00,2023-04-30T18:29:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:29:40.428928-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.670071-04:00,2023-04-30T18:29:08.670071-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:29:57.070677-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:37:07-04:00,2023-04-30T18:29:52-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:29:57.263466-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.653375-04:00,2023-04-30T18:29:23.653375-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:30:17.044752-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:37:29-04:00,2023-04-30T18:30:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:30:17.299195-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:38.653261-04:00,2023-04-30T18:29:18.653261-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:30:37.046815-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:37:49-04:00,2023-04-30T18:30:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:30:37.273964-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:37:07.665498-04:00,2023-04-30T18:29:58.665498-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:30:57.068874-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:09-04:00,2023-04-30T18:30:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:30:57.265887-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:37:38.680957-04:00,2023-04-30T18:30:23.680957-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:31:17.079200-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:29-04:00,2023-04-30T18:31:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:31:17.267928-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:37:07.664826-04:00,2023-04-30T18:29:53.664826-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:31:37.088763-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:49-04:00,2023-04-30T18:31:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:31:37.339112-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:37:48.708355-04:00,2023-04-30T18:30:38.708355-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:31:57.111176-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:09-04:00,2023-04-30T18:31:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:32:00.519592-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:18.762606-04:00,2023-04-30T18:31:03.762606-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:32:17.142049-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:29-04:00,2023-04-30T18:32:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:32:17.337580-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:48.723786-04:00,2023-04-30T18:31:38.723786-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:32:37.164480-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:49-04:00,2023-04-30T18:32:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:32:37.415046-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:38:48.723786-04:00,2023-04-30T18:31:38.723786-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:32:57.173538-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:00-04:00,2023-04-30T18:32:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:32:57.426601-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:08.730096-04:00,2023-04-30T18:31:53.730096-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:33:17.190650-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:20-04:00,2023-04-30T18:33:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:33:17.380143-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:28.786542-04:00,2023-04-30T18:32:13.786542-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:33:37.209371-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:44-04:00,2023-04-30T18:33:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:33:37.468018-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:48.760795-04:00,2023-04-30T18:32:38.760795-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:33:57.196781-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:33:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:33:57.385556-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:39:48.760795-04:00,2023-04-30T18:32:38.760795-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:34:17.229466-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:34:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:34:17.476179-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:44.082408-04:00,2023-04-30T18:33:34.082408-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:34:37.228671-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:34:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:34:37.456469-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:43.803511-04:00,2023-04-30T18:33:38.803511-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:34:57.231058-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:34:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:34:57.423683-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:43.803511-04:00,2023-04-30T18:33:38.803511-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:35:17.315605-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:35:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:35:17.507062-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.828503-04:00,2023-04-30T18:34:03.828503-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:35:37.241183-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:35:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:35:37.430699-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.824758-04:00,2023-04-30T18:34:38.824758-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:35:57.283260-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:35:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:35:57.470990-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.843851-04:00,2023-04-30T18:35:08.843851-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:36:17.303248-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:36:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:36:17.497161-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.899165-04:00,2023-04-30T18:35:28.899165-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:36:37.319277-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:36:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:36:37.517684-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.899165-04:00,2023-04-30T18:35:28.899165-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
