api,fetch_time,station,head_sign,projected_arrival,last_updated,door_close,scheduled_departure
OFFICIAL,2023-04-09T14:57:57.920808-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.081588-04:00,2023-04-09T14:57:22.081588-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T14:58:17.476915-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00-04:00,2023-04-09T14:58:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T14:58:17.487740-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.041156-04:00,2023-04-09T14:57:17.041156-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T14:58:37.494149-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00-04:00,2023-04-09T14:58:32-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T14:58:37.503799-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.123219-04:00,2023-04-09T14:57:52.123219-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T14:58:57.509382-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00-04:00,2023-04-09T14:58:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T14:58:57.519024-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.059402-04:00,2023-04-09T14:57:47.059402-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T14:59:19.327060-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00-04:00,2023-04-09T14:59:17-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T14:59:19.340801-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.059402-04:00,2023-04-09T14:57:47.059402-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T14:59:37.547894-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00-04:00,2023-04-09T14:59:32-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T14:59:37.557830-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.127719-04:00,2023-04-09T14:58:22.127719-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T14:59:57.545249-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00-04:00,2023-04-09T14:59:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T14:59:57.554829-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.098128-04:00,2023-04-09T14:58:37.098128-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:00:17.552169-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:04-04:00,2023-04-09T15:00:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:00:17.562747-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.146153-04:00,2023-04-09T14:59:37.146153-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:00:37.766771-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:00:32-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:00:37.776286-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.131088-04:00,2023-04-09T14:59:22.131088-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:00:57.567672-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10-04:00,2023-04-09T15:00:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:00:57.577279-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:00.131088-04:00,2023-04-09T14:59:22.131088-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:01:17.584391-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:01:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:01:17.594055-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.144059-04:00,2023-04-09T15:00:22.144059-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:01:39.234532-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:01:37-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:01:39.249152-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.139211-04:00,2023-04-09T15:00:32.139211-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:01:57.606869-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:01:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:01:57.616717-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.139211-04:00,2023-04-09T15:00:32.139211-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:02:17.621605-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:02:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:02:17.632361-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.171950-04:00,2023-04-09T15:01:02.171950-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:02:37.628199-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:02:32-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:02:37.637866-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.152855-04:00,2023-04-09T15:01:12.152855-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:02:57.639702-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:02:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:02:57.649505-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.234702-04:00,2023-04-09T15:02:37.234702-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:03:17.641943-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:03:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:03:17.651747-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.214502-04:00,2023-04-09T15:02:22.214502-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:03:37.671258-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:03:32-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:03:37.680896-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.243820-04:00,2023-04-09T15:03:17.243820-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:03:57.683544-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:03:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:03:57.693570-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.232817-04:00,2023-04-09T15:03:12.232817-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:04:17.727947-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:04:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:04:17.740086-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.285853-04:00,2023-04-09T15:03:22.285853-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:04:37.934297-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:09-04:00,2023-04-09T15:04:32-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:04:37.943853-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.285853-04:00,2023-04-09T15:03:22.285853-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:04:57.738740-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.252342-04:00,2023-04-09T15:04:12.252342-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:05:17.750994-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:10.252342-04:00,2023-04-09T15:04:12.252342-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:06:57.807809-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:14:05-04:00,2023-04-09T15:06:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:07:17.848588-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:14:25-04:00,2023-04-09T15:07:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:07:38.734107-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:14:45-04:00,2023-04-09T15:07:32-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:07:59.760746-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:05-04:00,2023-04-09T15:07:57-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:08:17.891544-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:14:46.373167-04:00,2023-04-09T15:07:32.373167-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:08:37.924506-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:46-04:00,2023-04-09T15:08:32-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:08:37.934627-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:14:16.364722-04:00,2023-04-09T15:07:07.364722-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:08:57.926115-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:08:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:09:17.943012-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:09:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:09:17.952855-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:16.402110-04:00,2023-04-09T15:08:07.402110-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:09:38.000128-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:09:32-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:09:38.009678-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:16.402110-04:00,2023-04-09T15:08:07.402110-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:09:57.974481-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:09:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:09:57.984134-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.586380-04:00,2023-04-09T15:09:32.586380-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:10:18.002349-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:10:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:10:18.012348-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.465395-04:00,2023-04-09T15:09:22.465395-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:10:39.935187-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:10:37-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:10:39.950414-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.447531-04:00,2023-04-09T15:10:07.447531-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:10:58.012132-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:10:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:10:58.021858-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.730091-04:00,2023-04-09T15:09:42.730091-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:11:18.038653-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:11:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:11:18.048822-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.730091-04:00,2023-04-09T15:09:42.730091-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:11:39.190753-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:56-04:00,2023-04-09T15:11:33-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:11:39.204963-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.717882-04:00,2023-04-09T15:10:42.717882-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:11:58.070855-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:11:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:11:58.082183-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.496521-04:00,2023-04-09T15:11:07.496521-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:12:18.148841-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:12:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:12:18.160008-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.496521-04:00,2023-04-09T15:11:07.496521-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:12:39.790337-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:12:37-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:12:39.803801-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.719412-04:00,2023-04-09T15:11:27.719412-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:12:59.489668-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:12:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:12:59.503579-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.769668-04:00,2023-04-09T15:12:02.769668-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:13:18.145371-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:13:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:13:18.154966-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.769668-04:00,2023-04-09T15:12:02.769668-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:13:39.664796-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:13:37-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:13:39.679716-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.660549-04:00,2023-04-09T15:12:37.660549-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:13:59.941196-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:13:57-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:13:59.955463-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.660549-04:00,2023-04-09T15:12:37.660549-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:14:18.182474-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:14:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:14:18.193676-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.820182-04:00,2023-04-09T15:13:57.820182-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:14:40.120502-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:14:37-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:14:40.147356-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.847063-04:00,2023-04-09T15:13:12.847063-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:14:59.601790-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:14:52-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:14:59.615694-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.847063-04:00,2023-04-09T15:13:12.847063-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:15:18.227044-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55-04:00,2023-04-09T15:15:12-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:15:18.236527-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.876698-04:00,2023-04-09T15:14:47.876698-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
MRAZZA,2023-04-09T15:15:39.678472-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:16:09-04:00,2023-04-09T15:15:37-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:15:39.691286-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.653003-04:00,2023-04-09T15:14:22.653003-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:15:59.765742-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.902365-04:00,2023-04-09T15:15:02.902365-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:16:19.885832-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.667270-04:00,2023-04-09T15:15:07.667270-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
OFFICIAL,2023-04-09T15:16:39.820905-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-09T15:15:55.667270-04:00,2023-04-09T15:15:07.667270-04:00,2023-04-09T15:15:38-04:00,2023-04-09T15:15:00-04:00
